Symbol,Date,Open,High,Low,Close,Volume
068760,2006-02-03,14003,15321,12931,13345,766889
068760,2006-02-03,13730,15023,12679,13086,766889
068760,2006-02-06,12809,13467,11367,11945,228955
068760,2006-02-06,12560,13205,11146,11713,228955
068760,2006-02-07,12107,12191,10831,10874,145242
068760,2006-02-07,11871,11954,10620,10663,145242
068760,2006-02-08,10954,12479,10954,12480,539236
068760,2006-02-08,10741,12236,10741,12237,539236
068760,2006-02-09,12025,12354,10790,11039,283990
068760,2006-02-09,11791,12113,10580,10824,283990
068760,2006-02-10,10914,11160,9883,10298,157269
068760,2006-02-10,10701,10943,9690,10098,157269
068760,2006-02-13,10295,11819,9967,10463,461679
068760,2006-02-13,10094,11589,9773,10260,461679
068760,2006-02-14,10418,10418,10049,10298,109184
068760,2006-02-14,10215,10215,9853,10098,109184
068760,2006-02-15,10708,10708,9719,9720,98709
068760,2006-02-15,10499,10499,9530,9531,98709
068760,2006-02-16,9719,10295,9554,10049,135300
068760,2006-02-16,9530,10094,9368,9854,135300
068760,2006-02-17,10049,10625,10007,10092,114772
068760,2006-02-17,9853,10418,9812,9896,114772
068760,2006-02-20,10212,10212,9925,9968,46368
068760,2006-02-20,10013,10013,9732,9774,46368
068760,2006-02-21,9967,10131,9389,9557,89863
068760,2006-02-21,9773,9934,9206,9371,89863
068760,2006-02-22,9347,9513,9184,9269,79999
068760,2006-02-22,9165,9328,9005,9089,79999
068760,2006-02-23,9347,9801,9306,9392,101424
068760,2006-02-23,9165,9610,9125,9209,101424
068760,2006-02-24,9431,9554,9225,9227,44247
068760,2006-02-24,9247,9368,9045,9048,44247
068760,2006-02-27,9184,9431,9059,9269,54699
068760,2006-02-27,9005,9247,8882,9089,54699
068760,2006-02-28,9184,9306,9018,9021,71927
068760,2006-02-28,9005,9125,8842,8846,71927
068760,2006-03-02,9184,9225,8854,8979,56968
068760,2006-03-02,9005,9045,8681,8805,56968
068760,2006-03-03,8896,9225,8854,8856,114453
068760,2006-03-03,8723,9045,8681,8684,114453
068760,2006-03-06,8771,8896,8524,8650,86234
068760,2006-03-06,8600,8723,8358,8482,86234
068760,2006-03-07,8606,8606,8237,8237,54489
068760,2006-03-07,8438,8438,8076,8077,54489
068760,2006-03-08,8237,8319,7864,7908,57957
068760,2006-03-08,8076,8157,7711,7754,57957
068760,2006-03-09,7922,8896,7906,8361,99740
068760,2006-03-09,7768,8723,7752,8199,99740
068760,2006-03-10,8277,8648,8088,8650,43765
068760,2006-03-10,8116,8479,7930,8482,43765
068760,2006-03-13,8854,8936,8483,8527,32570
068760,2006-03-13,8681,8762,8318,8361,32570
068760,2006-03-14,8524,8648,8227,8321,44958
068760,2006-03-14,8358,8479,8067,8159,44958
068760,2006-03-15,8399,8483,8120,8131,30389
068760,2006-03-15,8235,8318,7962,7973,30389
068760,2006-03-16,8129,8237,7922,7991,38539
068760,2006-03-16,7971,8076,7768,7836,38539
068760,2006-03-17,7864,8079,7832,8082,23549
068760,2006-03-17,7711,7922,7679,7925,23549
068760,2006-03-20,8005,8483,8005,8404,48712
068760,2006-03-20,7849,8318,7849,8241,48712
068760,2006-03-21,8399,8483,8112,8237,24244
068760,2006-03-21,8235,8318,7954,8077,24244
068760,2006-03-22,8079,8154,7915,8007,24490
068760,2006-03-22,7922,7995,7761,7851,24490
068760,2006-03-23,8031,8170,7841,7941,37545
068760,2006-03-23,7874,8011,7688,7787,37545
068760,2006-03-24,7906,7931,7412,7580,53916
068760,2006-03-24,7752,7776,7267,7433,53916
068760,2006-03-27,7576,7692,7436,7489,51732
068760,2006-03-27,7428,7542,7291,7343,51732
068760,2006-03-28,7486,7486,7166,7251,56418
068760,2006-03-28,7340,7340,7026,7110,56418
068760,2006-03-29,7124,7436,7041,7291,45547
068760,2006-03-29,6985,7291,6904,7149,45547
068760,2006-03-30,7412,7568,7247,7545,33633
068760,2006-03-30,7267,7420,7106,7398,33633
068760,2006-03-31,7503,7792,7477,7719,38716
068760,2006-03-31,7357,7640,7331,7569,38716
068760,2006-04-03,7701,7864,7626,7644,137409
068760,2006-04-03,7551,7711,7477,7495,137409
068760,2006-04-04,7675,8194,7626,8165,67134
068760,2006-04-04,7525,8034,7477,8006,67134
068760,2006-04-05,8319,8854,8079,8404,99783
068760,2006-04-05,8157,8681,7922,8241,99783
068760,2006-04-06,8524,8854,8399,8609,76553
068760,2006-04-06,8358,8681,8235,8442,76553
068760,2006-04-07,8483,9225,8483,8815,198724
068760,2006-04-07,8318,9045,8318,8644,198724
068760,2006-04-10,8689,8854,8648,8733,83058
068760,2006-04-10,8520,8681,8479,8563,83058
068760,2006-04-11,8729,9184,8319,9063,112119
068760,2006-04-11,8559,9005,8157,8887,112119
068760,2006-04-12,8896,9431,8896,8979,100025
068760,2006-04-12,8723,9247,8723,8805,100025
068760,2006-04-13,8896,9225,8606,8650,81144
068760,2006-04-13,8723,9045,8438,8482,81144
068760,2006-04-14,8648,9306,8648,9269,112365
068760,2006-04-14,8479,9125,8479,9089,112365
