Symbol,Date,Open,High,Low,Close,Volume
177350,2013-07-01,5020,5020,5020,5020,1000
177350,2013-07-02,0,0,0,5020,0
177350,2013-07-03,0,0,0,5020,0
177350,2013-07-04,0,0,0,5020,0
177350,2013-07-05,0,0,0,5020,0
177350,2013-07-08,0,0,0,5020,0
177350,2013-07-09,0,0,0,5020,0
177350,2013-07-10,0,0,0,5020,0
177350,2013-07-11,5670,5670,5670,5670,100
177350,2013-07-12,0,0,0,5670,0
177350,2013-07-15,0,0,0,5670,0
177350,2013-07-16,0,0,0,5670,0
177350,2013-07-17,0,0,0,5670,0
177350,2013-07-18,6400,6400,6400,6400,100
177350,2013-07-19,7200,7200,7200,7200,200
177350,2013-07-22,0,0,0,7200,0
177350,2013-07-23,7000,7000,7000,7000,1000
177350,2013-07-24,0,0,0,7000,0
177350,2013-07-25,0,0,0,7000,0
177350,2013-07-26,0,0,0,7000,0
177350,2013-07-29,0,0,0,7000,0
177350,2013-07-30,0,0,0,7000,0
177350,2013-07-31,0,0,0,7000,0
177350,2013-08-01,0,0,0,7000,0
177350,2013-08-02,0,0,0,7000,0
177350,2013-08-05,0,0,0,7000,0
177350,2013-08-06,0,0,0,7000,0
177350,2013-08-07,0,0,0,7000,0
177350,2013-08-08,0,0,0,7000,0
177350,2013-08-09,0,0,0,7000,0
177350,2013-08-12,0,0,0,7000,0
177350,2013-08-13,0,0,0,7000,0
177350,2013-08-14,0,0,0,7000,0
177350,2013-08-16,0,0,0,7000,0
177350,2013-08-19,0,0,0,7000,0
177350,2013-08-20,0,0,0,7000,0
177350,2013-08-21,0,0,0,7000,0
177350,2013-08-22,0,0,0,7000,0
177350,2013-08-23,0,0,0,7000,0
177350,2013-08-26,0,0,0,7000,0
177350,2013-08-27,0,0,0,7000,0
177350,2013-08-28,0,0,0,7000,0
177350,2013-08-29,0,0,0,7000,0
177350,2013-08-30,0,0,0,7000,0
177350,2013-09-02,0,0,0,7000,0
177350,2013-09-03,0,0,0,7000,0
177350,2013-09-04,0,0,0,7000,0
177350,2013-09-05,0,0,0,7000,0
177350,2013-09-06,0,0,0,7000,0
177350,2013-09-09,0,0,0,7000,0
177350,2013-09-10,0,0,0,7000,0
177350,2013-09-11,0,0,0,7000,0
177350,2013-09-12,0,0,0,7000,0
177350,2013-09-13,0,0,0,7000,0
177350,2013-09-16,0,0,0,7000,0
177350,2013-09-17,7100,7100,7100,7100,500
177350,2013-09-23,7100,7100,7100,7100,1000
177350,2013-09-24,0,0,0,7100,0
177350,2013-09-25,0,0,0,7100,0
177350,2013-09-26,0,0,0,7100,0
177350,2013-09-27,7100,7100,7100,7100,200
177350,2013-09-30,7100,7100,7100,7100,1000
177350,2013-10-01,0,0,0,7100,0
177350,2013-10-02,7100,7100,7100,7100,200
177350,2013-10-04,0,0,0,7100,0
177350,2013-10-07,7100,7100,7100,7100,200
177350,2013-10-08,7100,7100,7100,7100,200
177350,2013-10-10,7100,7100,7100,7100,200
177350,2013-10-11,0,0,0,7100,0
177350,2013-10-14,7100,7100,7100,7100,200
177350,2013-10-15,0,0,0,7100,0
177350,2013-10-16,7100,7100,7100,7100,200
177350,2013-10-17,7100,7100,7100,7100,200
177350,2013-10-18,0,0,0,7100,0
177350,2013-10-21,7100,7100,7100,7100,200
177350,2013-10-22,0,0,0,7100,0
177350,2013-10-23,0,0,0,7100,0
177350,2013-10-24,0,0,0,7100,0
177350,2013-10-25,0,0,0,7100,0
177350,2013-10-28,0,0,0,7100,0
177350,2013-10-29,0,0,0,7100,0
177350,2013-10-30,0,0,0,7100,0
177350,2013-10-31,0,0,0,7100,0
177350,2013-11-01,0,0,0,7100,0
177350,2013-11-04,0,0,0,7000,0
177350,2013-11-05,0,0,0,7000,0
177350,2013-11-06,0,0,0,7000,0
177350,2013-11-07,0,0,0,7000,0
177350,2013-11-08,0,0,0,7000,0
177350,2013-11-11,0,0,0,7000,0
177350,2013-11-12,0,0,0,7000,0
177350,2013-11-13,0,0,0,7000,0
177350,2013-11-14,0,0,0,7000,0
177350,2013-11-15,0,0,0,7000,0
177350,2013-11-18,0,0,0,7000,0
177350,2013-11-19,0,0,0,7000,0
177350,2013-11-20,0,0,0,7000,0
177350,2013-11-21,0,0,0,7000,0
177350,2013-11-22,0,0,0,7000,0
177350,2013-11-25,0,0,0,7000,0
177350,2013-11-26,0,0,0,7000,0
177350,2013-11-27,0,0,0,7000,0
177350,2013-11-28,0,0,0,7000,0
177350,2013-11-29,0,0,0,7000,0
177350,2013-12-02,0,0,0,7000,0
177350,2013-12-03,0,0,0,7000,0
177350,2013-12-04,0,0,0,7000,0
177350,2013-12-05,0,0,0,7000,0
177350,2013-12-06,0,0,0,7000,0
177350,2013-12-09,0,0,0,7000,0
177350,2013-12-10,0,0,0,7000,0
177350,2013-12-11,0,0,0,7000,0
177350,2013-12-12,0,0,0,7000,0
177350,2013-12-13,0,0,0,7000,0
