종목코드,종목명,시장구분,산업분류,현재가(종가),전일대비,시가총액(원),일자,관리여부,종가,EPS,BPS,주당배당금,배당수익률,PER,PBR,PCR,PSR
298380,에이비엘바이오,코스닥,제약,27350,-150,1264834253750,2021-01-11,-,27350,,2914,0,0,,10.0900854545455,,332.97282
046890,서울반도체,코스닥,IT H/W,21500,-450,1253566100000,2021-01-11,-,21500,601,11339,156,0.73,35.7437452173913,1.65369345581333,7.27527557522124,1.09138791928489
086450,동국제약,코스닥,제약,28050,-300,1.247103e+12,2021-01-11,-,28050,1283,8031,160,0.57,23.2566074600355,3.39737156201349,18.8395251798561,2.71479784366577
022100,포스코 ICT,코스닥,기타서비스,8170,-120,1242123735930,2021-01-11,-,8170,258,2402,50,0.61,31.7256143678571,3.39515174234234,19.4928539689655,1.28237170882656
067630,에이치엘비생명과학,코스닥,기타서비스,26350,-1050,1240306436550,2021-01-11,-,26350,,7094,0,0,,3.64570793271531,,10.6940766026316
144510,녹십자랩셀,코스닥,기타서비스,114000,-4600,1203162156000,2021-01-11,-,114000,,4174,25,0.02,,25.9995484759917,6226.89186,21.5091255958549
025900,동화기업,코스닥,종이·목재,58300,-1700,1177565670600,2021-01-11,-,58300,1581,26226,150,0.26,41.1988658122744,1.68394360779106,28.8183985606061,1.59075631865068
088800,에이스테크,코스닥,IT H/W,27500,-500,1126343020000,2021-01-11,-,27500,,2275,0,0,,12.5493988148148,,2.95338466561014
218410,RFHIC,코스닥,일반전기전자,47000,-200,1120838140000,2021-01-11,-,47000,857,8351,200,0.43,56.2803832,5.22081476808905,41.5353381549816,10.4416295361781
178920,PI첨단소재,코스닥,화학,37400,900,1098300442800,2021-01-11,-,37400,603,8557,315,0.84,62.02,4.51070445364107,29.7517068031496,5.06723303173894
108320,실리콘웍스,코스닥,IT H/W,66800,2100,1086455240000,2021-01-11,-,66800,2370,29033,830,1.24,27.4592077922078,2.23883841592546,51.0714734299517,1.21921289355322
085660,차바이오텍,코스닥,제약,19400,-1000,1019451026800,2021-01-11,-,19400,884,7187,0,0,21.8010489978448,1.51818801365751,40.9541973076923,1.89219729423868
033640,네패스,코스닥,IT H/W,43750,50,1008840087500,2021-01-11,-,43750,1349,9053,270,0.62,33.9859480457516,5.49667024418605,11.568075753059,2.95782141695108
082270,젬백스,코스닥,기계·장비,25100,-1800,993892330400,2021-01-11,-,25100,,2467,0,0,,10.6704313936842,,23.7398356533958
053800,안랩,코스닥,IT S/W & SVC,99200,-3700,993374416000,2021-01-11,-,99200,2204,20539,900,0.91,48.7585609947644,4.52741135148274,41.0259257709251,5.57657793413174
314130,지놈앤컴퍼니,코스닥,제약,73100,-4400,972588482400,2021-01-11,-,73100,,,0,0,,,,
214150,클래시스,코스닥,의료·정밀기기,14950,-350,967402061600,2021-01-11,-,14950,534,1366,46,0.31,29.4484836407186,11.189753738339,25.219983425641,12.1279821652281
048530,인트론바이오,코스닥,제약,29150,-2800,959706528550,2021-01-11,-,29150,,2032,0,0,,15.1699224330769,,118.80059736747
048410,현대바이오,코스닥,화학,26600,-2600,955362328200,2021-01-11,-,26600,22,1356,0,0,1248.07672575,21.2438591617021,108.528410934783,33.1714744385382
086900,메디톡스,코스닥,제약,159300,-800,952207625700,2021-01-11,-,159300,4292,39593,800,0.5,35.5909177099237,3.54960808526837,27.6700903264095,4.52881031568723
036540,SFA반도체,코스닥,IT H/W,5680,-100,934134521040,2021-01-11,-,5680,146,2066,0,0,44.7874902830097,2.92153989813173,11.6053119475472,1.56668755277636
036830,솔브레인홀딩스,코스닥,화학,44500,-1400,932900492000,2021-01-11,-,44500,6665,45837,850,1.91,7.96884551877133,1.10959806914578,4.78702560123014,0.914470473709977
028150,GS홈쇼핑,코스닥,통신방송서비스,139500,-1100,915468750000,2021-01-11,-,139500,18339,174659,6500,4.66,8.3767677919708,0.800290925732218,9.80869391025641,0.746175024382315
178320,서진시스템,코스닥,IT H/W,50500,-400,914083633000,2021-01-11,-,50500,2688,14558,300,0.59,18.4544856028807,3.36038966017235,,2.28564729943935
230360,에코마케팅,코스닥,기타서비스,28000,-150,910500472000,2021-01-11,-,28000,975,3293,670,2.39,28.9162107405063,8.35239725228519,42.8991671079812,8.20244398025135
101490,에스앤에스텍,코스닥,IT H/W,42100,-450,903105918700,2021-01-11,-,42100,528,4489,50,0.12,88.1420842079208,10.0477996670429,102.325867873563,10.5353260414201
097520,엠씨넥스,코스닥,IT H/W,49700,6250,887815055400,2021-01-11,-,49700,5151,12571,500,1.01,10.4644066153846,3.9369650890472,7.62277895689655,0.697517045831033
214370,케어젠,코스닥,제약,80400,4100,863737200000,2021-01-11,-,80400,2814,20200,2800,3.48,30.2409715302491,3.91780221300138,12.1918407460545,13.1340231839258
348150,고바이오랩,코스닥,기타서비스,55600,1800,862828933600,2021-01-11,-,55600,,,0,0,,,,1293.20883333333
263050,유틸렉스,코스닥,제약,55600,-200,837250765200,2021-01-11,-,55600,,4300,0,0,,12.8044926401274,,2010.3053445
053030,바이넥스,코스닥,제약,26350,-2900,836640114800,2021-01-11,-,26350,273,5056,0,0,96.1869983529412,5.06561019826518,75.7027301851852,6.52505575418994
213420,덕산네오룩스,코스닥,IT H/W,34500,-900,828345414000,2021-01-11,-,34500,798,6662,0,0,43.23,5.10531837398374,36.7720904504505,8.33851284984678
131970,테스나,코스닥,IT H/W,55200,-900,814728650400,2021-01-11,-,55200,1363,10259,200,0.36,40.5,5.06145935088794,18.9572548623853,8.53859826446281
294090,이오플로우,코스닥,의료·정밀기기,72000,1700,810461664000,2021-01-11,-,72000,,364,0,0,,218.696004571429,,
122870,와이지엔터테인먼트,코스닥,오락·문화,44000,-1100,810241036000,2021-01-11,-,44000,,18508,0,0,,1.97595268496562,13.9808598531879,3.15031851512287
084990,헬릭스미스,코스닥,기타서비스,30200,400,808324562800,2021-01-11,-,30200,,6867,0,0,,5.16309100954294,,228.438093333333
078600,대주전자재료,코스닥,IT H/W,53100,5250,807212659500,2021-01-11,-,53100,,5269,0,0,,9.21948256690998,,6.51066552405498
058820,CMG제약,코스닥,제약,5780,-100,802797170320,2021-01-11,-,5780,25,1297,0,0,231.2,4.33941916603774,279.272619185714,13.3440841931741
183490,엔지켐생명과학,코스닥,제약,97000,-5700,799978400000,2021-01-11,-,97000,,9036,0,0,,10.6990702702703,,25.1343238095238
041960,코미팜,코스닥,제약,12450,-550,799114156200,2021-01-11,-,12450,,1146,0,0,,10.3185955511811,786.276981,22.1486473521127
003380,하림지주,코스닥,금융,8600,-300,794139652000,2021-01-11,-,8600,736,18633,50,0.58,14.2664790251799,0.229951075170315,1.82726614558857,0.107916171285526
115450,지트리비앤티,코스닥,유통,29400,300,791134654800,2021-01-11,-,29400,,2556,0,0,,10.2347546123522,,13.2010987457627
206650,유바이오로직스,코스닥,제약,22200,0,774013922400,2021-01-11,-,22200,,1221,0,0,,23.2104561028571,62.9741057054264,24.5427783564955
100090,삼강엠앤티,코스닥,금속,22050,-400,773793461700,2021-01-11,-,22050,,4829,0,0,,3.86234486567926,39.5940902984293,1.9668325739922
293780,압타바이오,코스닥,기타서비스,69400,-1000,770009170200,2021-01-11,-,69400,,6907,0,0,,9.04438541090425,,680.1377829
092190,서울바이오시스,코스닥,IT H/W,20000,-750,764473060000,2021-01-11,-,20000,147,4404,38,0.19,143.8795995,4.0669966792,11.73172119,2.1750196159441
084370,유진테크,코스닥,IT H/W,33300,-850,763104198600,2021-01-11,-,33300,257,10366,230,0.69,139.866877034483,3.30708474031798,15.5705928368522,3.94758095766423
083790,크리스탈지노믹스,코스닥,기타서비스,16550,-200,760195568850,2021-01-11,-,16550,,3538,0,0,,3.38229587477798,,54.4066450714286
089980,상아프론테크,코스닥,화학,48250,-1300,758719911250,2021-01-11,-,48250,842,9392,160,0.33,62.01847316,5.39103556675939,221.494547,4.16343133458647
222800,심텍,코스닥,IT H/W,23650,200,753350481950,2021-01-11,-,23650,,6678,160,0.68,,4.71401868544892,,0.761161785342931
090460,비에이치,코스닥,IT H/W,21900,-450,733051867200,2021-01-11,-,21900,1926,8551,0,0,12.7444598303887,2.58081011234347,10.2027783083451,1.10144514643457
156100,엘앤케이바이오,코스닥,의료·정밀기기,55000,-5300,729727570000,2021-01-11,-,55000,,2343,0,0,,21.5547655275081,,25.8155912713178
048260,오스템임플란트,코스닥,의료·정밀기기,50400,-1500,720000136800,2021-01-11,-,50400,,5602,0,0,,8.74848282867558,10.6983675601783,1.27433652530973
067160,아프리카TV,코스닥,IT S/W & SVC,61100,-400,702330263700,2021-01-11,-,61100,3164,10346,550,0.9,21.9536683691861,6.20037924384236,12.4211544720395,4.49795230434783
025980,아난티,코스닥,숙박·음식,8210,-400,699317841270,2021-01-11,-,8210,,4451,0,0,,1.75813866405694,43.2282344025,4.84689383629993
290650,엘앤씨바이오,코스닥,제약,31500,-1500,689125752000,2021-01-11,-,31500,331,2635,100,0.32,93.9512603835617,11.3738673432836,107.163156375,23.4878150958904
023890,한국아트라스비엑스,코스닥,IT H/W,75200,17300,6.8808e+11,2021-01-11,-,75200,13966,40126,400,0.53,11.114406779661,1.60723039215686,11.7331013916501,0.910763888888889
041510,에스엠,코스닥,오락·문화,29000,-900,680122529000,2021-01-11,-,29000,,18944,0,0,,1.07292968386536,7.38792060881393,1.03215248396169
182400,엔케이맥스,코스닥,제약,19600,-1700,664842838800,2021-01-11,-,19600,,3408,0,0,,6.28234749767442,,77.6267075862069
092040,아미코젠,코스닥,음식료·담배,34500,-1350,662900595000,2021-01-11,-,34500,5,6354,0,0,6686.64948,4.22136962121212,75.9846531818182,5.80438322916667
204270,제이앤티씨,코스닥,일반전기전자,11450,-500,662364935700,2021-01-11,-,11450,1691,5638,0,0,7.61858360661346,2.28583572459802,4.0965651888412,1.73006158026929
222080,씨아이에스,코스닥,기계·장비,11300,900,649655938800,2021-01-11,-,11300,212,926,0,0,53.3,14.2283222293763,30.0913878638298,7.02930034592445
131290,티에스이,코스닥,IT H/W,58100,-1300,642669024900,2021-01-11,-,58100,1583,14862,200,0.34,39.4660861851852,3.28208724948665,62.681431,3.33864541096606
036810,에프에스티,코스닥,IT H/W,31600,-200,639388522400,2021-01-11,-,31600,1002,5592,80,0.25,34.4969943606557,5.57681092579505,36.9178360701754,5.02223545584726
102710,이엔에프테크놀로지,코스닥,화학,44400,-650,633047918400,2021-01-11,-,44400,3285,18688,150,0.34,13.7011309067245,2.34803767583643,10.3206231176471,1.31314373139293
031390,녹십자셀,코스닥,제약,50200,-1700,627684987000,2021-01-11,-,50200,923,6986,100,0.2,56.5507571590909,7.30973359283196,103.676388125,16.4131485158311
061970,엘비세미콘,코스닥,IT H/W,14300,250,626119665600,2021-01-11,-,14300,744,3419,50,0.35,20.5492103558282,3.5388497496038,6.97090798751301,1.71594328278689
217270,넵튠,코스닥,출판·매체복제,26350,-1350,624694891100,2021-01-11,-,26350,,2945,0,0,,10.1330811129032,,34.9028349444444
131370,알서포트,코스닥,IT S/W & SVC,11600,-450,617898162800,2021-01-11,-,11600,166,1163,20,0.17,70.9195465523256,9.837227425,108.912160776786,21.400284222807
086390,유니테스트,코스닥,IT H/W,29200,2500,617116479200,2021-01-11,-,29200,1259,7543,250,0.86,23.661933227451,3.75235881405473,27.9342267268519,3.04275994604135
137400,피엔티,코스닥,기계·장비,27400,100,615443812200,2021-01-11,-,27400,,4258,0,0,,8.44262424476987,137.576399625,1.88343546468575
078130,국일제지,코스닥,종이·목재,4845,-50,612157920480,2021-01-11,-,4845,,357,0,0,,13.7978178436364,,7.23604273087008
226950,올릭스,코스닥,기타서비스,45200,-900,612101112000,2021-01-11,-,45200,,3203,0,0,,14.789355,,561.99549
138080,오이솔루션,코스닥,IT H/W,57400,-200,609823053000,2021-01-11,-,57400,4756,13112,400,0.7,12.9978081995662,4.30150005743001,14.0327624824356,2.84925800285307
091700,파트론,코스닥,IT H/W,11150,-50,603843971500,2021-01-11,-,11150,1186,6531,350,3.14,9.854691,1.49499167122606,7.19923534131737,0.479145664753706
112040,위메이드,코스닥,IT S/W & SVC,35850,-550,6.0228e+11,2021-01-11,-,35850,,14108,600,1.67,,2.66996165317427,,5.51619718309859
078160,메디포스트,코스닥,제약,38200,-1500,596601564400,2021-01-11,-,38200,,7145,0,0,,5.271021675,78.71392368,12.8898346637555
018000,유니슨,코스닥,기계·장비,4910,-210,594821871440,2021-01-11,-,4910,,731,0,0,,8.11383805147472,,7.61140012206851
007390,네이처셀,코스닥,제약,9680,-100,592323062320,2021-01-11,-,9680,16,1338,0,0,605,7.13514420573871,1460.920776125,25.29732945671
050890,쏠리드,코스닥,IT H/W,11250,-350,587083218750,2021-01-11,-,11250,121,2350,0,0,104.37035,4.81319575242719,29.4510393564356,2.59446574356738
290510,코리아센터,코스닥,IT S/W & SVC,7700,-310,586744904900,2021-01-11,-,7700,101,2528,0,0,96.2668047433333,2.91570332387683,22.6510128807843,2.29662357240557
166090,하나머티리얼즈,코스닥,IT H/W,29800,150,584904685200,2021-01-11,-,29800,1421,7410,200,0.67,20.97,4.01597868982118,14.4894119478908,3.77211435077519
140860,파크시스템스,코스닥,의료·정밀기기,87700,-1900,584858583500,2021-01-11,-,87700,1277,6656,120,0.14,70.5329487647059,13.5029293806306,374.7062903125,11.5294243173077
042000,카페24,코스닥,IT S/W & SVC,61600,-800,580924775200,2021-01-11,-,61600,710,12373,0,0,87.831231761194,3.86388215889691,28.9886331428571,2.70934278453039
319660,피에스케이,코스닥,IT H/W,39000,300,575835780000,2021-01-11,-,39000,1058,12682,300,0.77,36.86,3.20017894678492,34.5695977245509,4.19253654320988
330860,네패스아크,코스닥,IT H/W,53100,1500,572547351600,2021-01-11,-,53100,763,3876,0,0,69.59,18.2891952405063,20.7146440716846,10.5656045630713
068240,다원시스,코스닥,IT H/W,21150,-450,572412208050,2021-01-11,-,21150,161,7825,100,0.47,135.322035,2.69744920265781,4.08006135678392,3.24587405482581
243070,휴온스,코스닥,제약,57200,-2200,565178556800,2021-01-11,-,57200,3525,17921,700,1.22,14.821116,2.85654203430878,13.4481385083135,1.55114145534247
095610,테스,코스닥,IT H/W,28500,200,563394441000,2021-01-11,-,28500,508,10872,300,1.05,56.9849371938776,2.59866163099116,16.376902771261,3.13033847813901
065660,안트로젠,코스닥,유통,61800,-1900,561980401200,2021-01-11,-,61800,,7607,0,0,,8.09643597368421,,135.072248926829
206640,바디텍메드,코스닥,제약,23400,600,549585504000,2021-01-11,-,23400,507,3134,50,0.21,46.3657089655172,6.97590433203632,31.2698967441861,7.38794263736264
267980,매일유업,코스닥,음식료·담배,70000,-400,549054660000,2021-01-11,-,70000,8206,51460,800,1.14,8.62434224883359,1.37399704311199,6.06723420787746,0.398008473839087
060150,인선이엔티,코스닥,기타서비스,11800,200,548211326600,2021-01-11,-,11800,441,5361,0,0,32.5384276626506,2.61821570140572,18.5614398350516,2.93712832626427
035600,KG이니시스,코스닥,IT S/W & SVC,19600,-350,546926906400,2021-01-11,-,19600,1847,8937,330,1.68,10.88272926,1.42930513002364,2.41088375276916,0.569120869155946
015750,성우하이텍,코스닥,운송장비·부품,6820,-270,5.456e+11,2021-01-11,-,6820,492,13553,80,1.17,13.6386768447837,0.407232943321684,1.40057486281683,0.158135418203275
298060,에스씨엠생명과학,코스닥,제약,45550,-3150,540888713250,2021-01-11,-,45550,,1704,0,0,,29.9324614792899,,2529.292995
348210,넥스틴,코스닥,IT H/W,171100,-2700,540641780000,2021-01-11,-,171100,,540,0,0,,380.3045,,56.6410957446809
214450,파마리서치프로덕트,코스닥,유통,55200,1300,540356774400,2021-01-11,-,55200,1766,21024,300,0.54,32.4739274730539,2.37440713134851,28.099201492228,6.46382108224076
027360,아주IB투자,코스닥,금융,4415,-175,525451776875,2021-01-11,-,4415,137,1412,35,0.79,32.23,3.22036749328759,8.84809167008197,
074600,원익QnC,코스닥,비금속,19850,-350,521816800000,2021-01-11,-,19850,99,8103,0,0,200.698769230769,1.81691086350975,15.0379481268012,1.98334017483846
032190,다우데이타,코스닥,유통,13600,-200,5.2088e+11,2021-01-11,-,13600,1782,15886,180,1.32,7.83409090909091,0.192403399474234,,0.14818199467495
041140,넥슨지티,코스닥,IT S/W & SVC,14500,200,512913169000,2021-01-11,-,14500,85,3040,0,0,170.157876517241,4.58603942286245,,16.3396636390728
174900,앱클론,코스닥,제약,33550,-1050,512579214950,2021-01-11,-,33550,179,2337,0,0,187.43,14.5875348079096,,35.8610230694444
232140,와이아이케이,코스닥,IT H/W,6330,100,511195968810,2021-01-11,-,6330,,1580,0,0,,4.90746436264045,,10.4823438786
033290,코웰패션,코스닥,유통,5680,100,502681329120,2021-01-11,-,5680,584,2695,100,1.76,9.76257445097276,1.95784754888802,9.66852267398844,1.27133601920446
321550,티움바이오,코스닥,기타서비스,21100,-2000,501840838600,2021-01-11,-,21100,,3943,0,0,,5.28388842486487,,444.326981181818
030530,원익홀딩스,코스닥,금융,6480,310,500502116880,2021-01-11,-,6480,444,9949,0,0,14.9823071578313,0.529951627572981,5.21396852872118,1.10339972857143
215200,메가스터디교육,코스닥,기타서비스,42000,800,497358960000,2021-01-11,-,42000,4035,20874,1100,2.62,10.909646893617,2.0461029688747,8.31042794165316,1.17254380059456
039840,디오,코스닥,의료·정밀기기,31950,-1900,495979083900,2021-01-11,-,31950,1483,9174,0,0,23.3211716682028,3.52170789979123,52.715565125,3.97853321698113
059090,미코,코스닥,IT H/W,15800,-450,494802327400,2021-01-11,-,15800,259,2955,40,0.25,62.82893476875,2.97767463359005,11.2194526372768,2.12799101672312
332570,와이팜,코스닥,IT H/W,13300,-450,493980034800,2021-01-11,-,13300,339,1389,0,0,39.23,10.6461214396552,38.8960657322835,3.93923472727273
151910,나노스,코스닥,IT H/W,3305,-70,491206771835,2021-01-11,-,3305,,336,0,0,,12.8015965549333,,9.1266135134981
095660,네오위즈,코스닥,IT S/W & SVC,22250,-850,490250247750,2021-01-11,-,22250,1133,14741,0,0,20.5314199772727,1.51067304180602,13.4286584716216,1.95230005284872
078070,유비쿼스홀딩스,코스닥,일반전기전자,26100,-800,487981990800,2021-01-11,-,26100,424,10715,130,0.5,68.5097868857143,1.87992359153273,26.349918032967,4.262831184
053580,웹케시,코스닥,금융,71600,-500,484277698000,2021-01-11,-,71600,1406,8017,200,0.28,50.92,9.00988728782288,68.7797029577465,7.97934462418301
299030,하나기술,코스닥,기계·장비,128000,-15400,481628928000,2021-01-11,-,128000,2149,5760,0,0,110.869159116279,29.4282335925926,41.8190687894737,8.03941625969646
200230,텔콘RF제약,코스닥,IT H/W,5490,-310,480424475880,2021-01-11,-,5490,,1337,0,0,,4.06806855437988,93.809660864,8.28707251448763
121800,비덴트,코스닥,IT H/W,10500,250,477771147000,2021-01-11,-,10500,,7328,0,0,,1.67321737551184,,22.2886870716578
049070,인탑스,코스닥,IT H/W,27750,-550,4.773e+11,2021-01-11,-,27750,2073,25323,250,0.9,13.6106442577031,0.932808600499136,4.76372549019608,0.533662822624931
006730,서부T&D,코스닥,숙박·음식,8190,-280,476170236360,2021-01-11,-,8190,1,11369,0,0,8190,0.713353157346817,12.7568793351064,3.75026319781079
183300,코미코,코스닥,IT H/W,47450,-1450,473917361450,2021-01-11,-,47450,2515,13185,400,0.84,21.3538378846154,3.86502716830467,12.1316148393316,2.71999894668588
039560,다산네트웍스,코스닥,IT H/W,13450,-300,471961414600,2021-01-11,-,13450,51,5002,0,0,297.169013375,2.04679475419716,,1.06464492028661
122990,와이솔,코스닥,IT H/W,16600,-700,467654220600,2021-01-11,-,16600,1228,12099,250,1.51,15.466948,1.39038956756757,9.63927920162933,1.27812208695652
032620,유비케어,코스닥,IT S/W & SVC,8920,-520,465598479880,2021-01-11,-,8920,133,1965,40,0.45,68.7006461838235,4.41137293720491,39.5902028855932,4.21248326465284
060720,KH바텍,코스닥,IT H/W,19600,-250,464008498800,2021-01-11,-,19600,,7998,0,0,,2.4700413699187,41.8094158486239,2.23832334356582
030520,한글과컴퓨터,코스닥,IT S/W & SVC,18850,150,463247307900,2021-01-11,-,18850,864,9633,0,0,24.575454,1.42135529577465,11.7112657333333,1.48545650548074
175250,아이큐어,코스닥,제약,61000,-1600,460518829000,2021-01-11,-,61000,,15129,0,0,,4.67600717282717,,7.68585087027915
064550,바이오니아,코스닥,제약,18250,-350,458659693500,2021-01-11,-,18250,,1355,0,0,,14.8724402088608,,12.9468074545455
347860,알체라,코스닥,IT S/W & SVC,34300,-3700,458549634200,2021-01-11,-,34300,,997,0,0,,40.934537380531,,140.169779515152
284620,카이노스메드,코스닥,기타서비스,4365,-160,458074575585,2021-01-11,-,4365,,,0,0,,90.25066094,,
013120,동원개발,코스닥,건설,5040,-150,457672824000,2021-01-11,-,5040,933,8492,170,3.37,5.39273604486423,0.59235474387239,3.60224560725552,0.710807256458139
100130,동국S&C,코스닥,금속,8000,-180,4.57144e+11,2021-01-11,-,8000,171,4582,100,1.25,46.4286875,1.6137414916727,32.5339708029197,1.40250283196979
