종목코드,종목명,시장구분,산업분류,현재가(종가),전일대비,시가총액(원),일자,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률,PCR,PSR
085910,네오티스,코스닥,운송장비·부품,3855,-5,42457728690,2020-11-20,-,3855,135,28.56,3880,0.99,250,6.49,,
023790,동일철강,코스닥,금속,5730,0,42087337050,2020-11-20,-,5730,611,9.38,7397,0.77,0,0,,
173130,오파스넷,코스닥,IT S/W & SVC,10450,150,42070675900,2020-11-20,-,10450,,,4392,2.38,0,0,,
065690,파커스,코스닥,IT H/W,3010,30,42030162090,2020-11-20,-,3010,,,5914,0.51,150,4.98,,
046310,백금T&A,코스닥,IT H/W,2580,0,41918846700,2020-11-20,-,2580,119,21.68,2650,0.97,50,1.94,,
069140,누리플랜,코스닥,금속,6370,50,41789117370,2020-11-20,-,6370,,,4313,1.48,0,0,,
317770,슈프리마아이디,코스닥,일반전기전자,13750,200,41690275000,2020-11-20,-,13750,397,34.63,12939,1.06,0,0,,
177350,베셀,코스닥,IT H/W,3715,-25,41579647120,2020-11-20,-,3715,,,1742,2.13,0,0,,
237750,피앤씨테크,코스닥,일반전기전자,6380,110,41448308000,2020-11-20,-,6380,428,14.91,9172,0.7,0,0,,
035460,기산텔레콤,코스닥,IT H/W,2840,70,41399645600,2020-11-20,-,2840,231,12.29,2198,1.29,0,0,,
032540,TJ미디어,코스닥,일반전기전자,2920,60,40680298280,2020-11-20,-,2920,64,45.62,5642,0.52,50,1.71,,
045340,토탈소프트,코스닥,IT S/W & SVC,4720,5,40393948800,2020-11-20,-,4720,301,15.68,1313,3.59,0,0,,
297570,알로이스,코스닥,IT H/W,2330,-5,40377534620,2020-11-20,-,2330,,,953,2.44,0,0,,
138070,신진에스엠,코스닥,금속,4490,0,40285101670,2020-11-20,-,4490,275,16.33,7926,0.57,70,1.56,,
310200,애니플러스,코스닥,오락·문화,1405,10,39912451795,2020-11-20,-,1405,,,1881,0.75,0,0,,
081580,성우전자,코스닥,IT H/W,2570,25,39855927510,2020-11-20,-,2570,,,6595,0.39,0,0,,
227610,아우딘퓨쳐스,코스닥,화학,3980,-70,3.98e+10,2020-11-20,-,3980,,,3414,1.17,0,0,,
101930,인화정공,코스닥,운송장비·부품,4240,130,39566429200,2020-11-20,-,4240,,,14229,0.3,0,0,,
045890,GV,코스닥,일반전기전자,565,8,39466375480,2020-11-20,-,565,,,811,0.7,0,0,,
221610,자안,코스닥,화학,279,0,39416638725,2020-11-20,-,279,6,46.5,208,1.34,0,0,,
032960,동일기연,코스닥,IT H/W,11500,50,39184053500,2020-11-20,-,11500,873,13.17,15296,0.75,40,0.35,,
079000,와토스코리아,코스닥,화학,5430,20,3.9096e+10,2020-11-20,-,5430,437,12.43,10456,0.52,200,3.68,,
054300,팬스타엔터프라이즈,코스닥,기계·장비,745,5,39022790825,2020-11-20,-,745,16,46.56,821,0.91,0,0,,
317850,대모,코스닥,기계·장비,4680,40,38958285600,2020-11-20,-,4680,235,19.91,5213,0.9,70,1.5,,
187790,나노,코스닥,화학,1510,0,38954761050,2020-11-20,-,1510,18,83.89,1954,0.77,0,0,,
226400,오스테오닉,코스닥,의료·정밀기기,2980,0,38910011980,2020-11-20,-,2980,40,74.5,2295,1.3,0,0,,
053110,소리바다,코스닥,IT S/W & SVC,403,8,38666635358,2020-11-20,-,403,,,338,1.19,0,0,,
012620,원일특강,코스닥,금속,8720,30,3.8368e+10,2020-11-20,-,8720,2259,3.86,26821,0.33,150,1.72,,
279600,미디어젠,코스닥,IT S/W & SVC,8190,-10,37987521390,2020-11-20,-,8190,,,3891,2.1,0,0,,
025880,케이씨피드,코스닥,음식료·담배,2270,25,37944997660,2020-11-20,-,2270,,,3124,0.73,15,0.66,,
065440,이루온,코스닥,IT S/W & SVC,1380,35,37639527600,2020-11-20,-,1380,20,69,1263,1.09,0,0,,
032080,아즈텍WB,코스닥,섬유·의류,1740,10,37394390460,2020-11-20,-,1740,231,7.53,4437,0.39,0,0,,
161570,THE MIDONG,코스닥,IT H/W,2670,85,36824068620,2020-11-20,-,2670,,,2085,1.28,0,0,,
093640,다믈멀티미디어,코스닥,IT H/W,3045,35,36722078820,2020-11-20,-,3045,53,57.45,1961,1.55,0,0,,
033050,제이엠아이,코스닥,출판·매체복제,1120,-10,36488863040,2020-11-20,-,1120,,,1090,1.03,0,0,,
032860,글로스퍼랩스,코스닥,기타서비스,4835,235,36467329940,2020-11-20,-,4835,,,2840,1.7,0,0,,
025870,신라에스지,코스닥,유통,8990,0,3.596e+10,2020-11-20,-,8990,181,49.67,3963,2.27,0,0,,
115570,스타플렉스,코스닥,화학,4650,-325,35761322550,2020-11-20,-,4650,,,9954,0.47,80,1.72,,
212560,네오오토,코스닥,운송장비·부품,4515,25,35555457945,2020-11-20,-,4515,317,14.24,10077,0.45,50,1.11,,
026040,제이에스티나,코스닥,기타 제조,2150,10,35483148500,2020-11-20,-,2150,,,2745,0.78,0,0,,
067770,세진티에스,코스닥,IT H/W,4195,-175,35223707635,2020-11-20,-,4195,,,4464,0.94,0,0,,
184230,SGA솔루션즈,코스닥,IT S/W & SVC,960,6,35208991680,2020-11-20,-,960,,,496,1.94,0,0,,
056000,네스엠,코스닥,IT S/W & SVC,2395,135,35039288285,2020-11-20,-,2395,,,1229,1.95,0,0,,
048830,엔피케이,코스닥,화학,1870,10,35013736010,2020-11-20,-,1870,,,2153,0.87,30,1.6,,
070590,한솔인티큐브,코스닥,IT S/W & SVC,2520,20,34976392920,2020-11-20,-,2520,,,1705,1.48,0,0,,
043710,서울리거,코스닥,유통,970,0,34955142130,2020-11-20,-,970,,,1717,0.56,0,0,,
192390,윈하이텍,코스닥,금속,3270,0,34848049920,2020-11-20,-,3270,,,4905,0.67,0,0,,
072950,빛샘전자,코스닥,IT H/W,5790,20,3.474e+10,2020-11-20,-,5790,333,17.39,9323,0.62,100,1.73,,
093380,풍강,코스닥,금속,3455,50,34133026415,2020-11-20,-,3455,114,30.31,6168,0.56,60,1.74,,
073190,듀오백,코스닥,기타 제조,2825,-50,33809713000,2020-11-20,-,2825,,,2289,1.23,0,0,,
225590,패션플랫폼,코스닥,섬유·의류,1260,0,33562258380,2020-11-20,-,1260,164,7.68,1474,0.85,0,0,,
056090,유앤아이,코스닥,의료·정밀기기,4295,50,33350219730,2020-11-20,-,4295,,,4892,0.88,0,0,,
007530,영신금속,코스닥,금속,2595,-80,33301551960,2020-11-20,-,2595,450,5.77,3267,0.79,0,0,,
197140,디지캡,코스닥,출판·매체복제,4490,50,33267860270,2020-11-20,-,4490,185,24.27,3932,1.14,70,1.56,,
275630,에스에스알,코스닥,IT S/W & SVC,5590,-60,33148912420,2020-11-20,-,5590,194,28.81,4265,1.31,0,0,,
007770,한일화학,코스닥,화학,9400,240,3.2994e+10,2020-11-20,-,9400,475,19.79,26611,0.35,150,1.6,,
017250,인터엠,코스닥,일반전기전자,1555,-10,32725701185,2020-11-20,-,1555,,,3079,0.51,100,6.43,,
064090,에프앤리퍼블릭,코스닥,유통,420,19,32549821080,2020-11-20,-,420,,,423,0.99,0,0,,
181340,이즈미디어,코스닥,의료·정밀기기,4545,245,32165419500,2020-11-20,-,4545,,,5089,0.89,0,0,,
049470,SGA,코스닥,IT S/W & SVC,660,25,31919084340,2020-11-20,-,660,,,577,1.14,0,0,,
090150,광진윈텍,코스닥,운송장비·부품,3290,5,31776112970,2020-11-20,-,3290,223,14.75,4315,0.76,100,3.04,,
032280,삼일,코스닥,운송,1945,20,31535432550,2020-11-20,-,1945,213,9.13,4001,0.49,50,2.57,,
191410,육일씨엔에쓰,코스닥,IT H/W,3270,30,30617081940,2020-11-20,-,3270,,,3147,1.04,0,0,,
101390,아이엠,코스닥,IT H/W,724,4,30569575080,2020-11-20,-,724,,,770,0.94,0,0,,
189860,서전기전,코스닥,일반전기전자,3130,35,30357181400,2020-11-20,-,3130,138,22.68,3894,0.8,30,0.96,,
317530,캐리소프트,코스닥,오락·문화,4475,65,30256352100,2020-11-20,-,4475,,,2625,1.7,0,0,,
217190,제너셈,코스닥,IT H/W,3435,75,30122112690,2020-11-20,-,3435,368,9.33,2381,1.44,50,1.46,,
091440,텔레필드,코스닥,IT H/W,3270,5,30005111250,2020-11-20,-,3270,572,5.72,2971,1.1,0,0,,
054410,케이피티유,코스닥,금속,5690,-10,28791400000,2020-11-20,-,5690,,,6500,0.88,0,0,,
044780,에이치케이,코스닥,기계·장비,1535,-15,28406383045,2020-11-20,-,1535,45,34.11,2642,0.58,0,0,,
060380,동양에스텍,코스닥,금속,2830,0,2.83e+10,2020-11-20,-,2830,199,14.22,5148,0.55,100,3.53,,
059100,아이컴포넌트,코스닥,IT H/W,4000,-30,28283440000,2020-11-20,-,4000,,,4061,0.98,0,0,,
008830,대동기어,코스닥,기계·장비,3140,45,28220812800,2020-11-20,-,3140,,,6383,0.49,25,0.8,,
153460,네이블,코스닥,IT S/W & SVC,4310,10,28144360340,2020-11-20,-,4310,,,3674,1.17,0,0,,
130740,티피씨글로벌,코스닥,운송장비·부품,2650,-55,28102025700,2020-11-20,-,2650,,,5671,0.47,20,0.75,,
187270,신화콘텍,코스닥,IT H/W,2650,20,26881189250,2020-11-20,-,2650,,,4818,0.55,0,0,,
127160,매직마이크로,코스닥,IT H/W,388,-1,26780575576,2020-11-20,-,388,,,898,0.43,0,0,,
196700,웹스,코스닥,화학,1955,5,26780520580,2020-11-20,-,1955,,,2837,0.69,0,0,,
098660,에스티오,코스닥,섬유·의류,2140,15,26752088640,2020-11-20,-,2140,270,7.93,2810,0.76,120,5.61,,
123330,제닉,코스닥,화학,3795,85,2.6565e+10,2020-11-20,-,3795,,,3877,0.98,0,0,,
039740,한국정보공학,코스닥,유통,3130,-35,25097582610,2020-11-20,-,3130,223,14.04,5025,0.62,0,0,,
020400,대동금속,코스닥,금속,8900,50,23208627900,2020-11-20,-,8900,,,13552,0.66,60,0.67,,
227100,디자인,코스닥,일반전기전자,6790,10,23122876490,2020-11-20,-,6790,,,4597,1.48,0,0,,
134580,디엠티,코스닥,IT H/W,2055,5,23118750000,2020-11-20,-,2055,,,2181,0.94,0,0,,
044180,KD,코스닥,건설,1475,120,23114223500,2020-11-20,-,1475,,,2170,0.68,0,0,,
215090,이디티,코스닥,의료·정밀기기,884,22,23111938668,2020-11-20,-,884,,,778,1.14,0,0,,
101670,코리아에스이,코스닥,금속,1200,15,2.268e+10,2020-11-20,-,1200,,,1600,0.75,0,0,,
096870,엘디티,코스닥,IT H/W,3390,295,22639776000,2020-11-20,-,3390,,,1480,2.29,0,0,,
175140,인포마크,코스닥,IT H/W,6120,50,22357926720,2020-11-20,-,6120,,,3150,1.94,0,0,,
043360,디지아이,코스닥,IT H/W,2380,30,2.142e+10,2020-11-20,-,2380,,,5064,0.47,0,0,,
121850,코이즈,코스닥,IT H/W,1375,0,21190835875,2020-11-20,-,1375,,,1245,1.1,0,0,,
026910,광진실업,코스닥,금속,3270,35,20945674350,2020-11-20,-,3270,,,4384,0.75,0,0,,
113810,디젠스,코스닥,운송장비·부품,617,-11,20131507467,2020-11-20,-,617,,,597,1.03,0,0,,
115610,이미지스,코스닥,IT H/W,2570,90,19709658960,2020-11-20,-,2570,,,1528,1.68,0,0,,
347140,케이프이에스제4호,코스닥,금융,2020,0,6078180000,2020-11-20,-,2020,,,,,,,,
